date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:06:22	2403/2403	---M--	200	added ('OK')	image/png	etag:W/%222403-1540728810000%22	https://www.adrienbiguet.fr/_dm/s/rt/scripts/vendor/photoSwipe/icons.png	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/_dm/s/rt/scripts/vendor/photoSwipe/icons.png	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:22	3050/3050	---M--	200	added ('OK')	image/png	etag:W/%223050-1540728810000%22	https://www.adrienbiguet.fr/_dm/s/rt/scripts/vendor/photoSwipe/icons@2x.png	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/_dm/s/rt/scripts/vendor/photoSwipe/icons@2x.png	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:23	183/183	---M--	200	added ('OK')	image/png	etag:%2239c516a21073844f67e2dd18554ee22f%22	https://dd-cdn.multiscreensite.com/runtime-img/arrowBlackRight.png	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/dd-cdn.multiscreensite.com/runtime-img/arrowBlackRight.png	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:23	160/160	---M--	200	added ('OK')	image/png	etag:W/%22160-1540728811000%22	https://www.adrienbiguet.fr/editor/nee/images/common/2ColumnsArrows.png	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/editor/nee/images/common/2ColumnsArrows.png	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:23	70/70	---M--	200	added ('OK')	image/png	etag:W/%2270-1540728811000%22	https://www.adrienbiguet.fr/editor/nee/images/common/bluePic.png	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/editor/nee/images/common/bluePic.png	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:24	1750/1750	---M--	200	added ('OK')	image/png	etag:%227e2bf4b79655c59432728518726ba35f%22	https://s3.amazonaws.com/dudamobile-themes/Icons/searchBtn.png	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/s3.amazonaws.com/dudamobile-themes/Icons/searchBtn.png	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:24	834/834	---M--	200	added ('OK')	image/jpeg	etag:%226178ddf7e0f5088b02f7c34c4d799b80%22	https://dd-cdn.multiscreensite.com/runtime-img/restaurantMenu/menu-image1.jpg	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/dd-cdn.multiscreensite.com/runtime-img/restaurantMenu/menu-image1.jpg	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:24	2082/2082	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222082-1540728811000%22	https://www.adrienbiguet.fr/_dm/s/rt/fonts/flexslider-icon.eot	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/_dm/s/rt/fonts/flexslider-icon.eot	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:24	2082/2082	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222082-1540728811000%22	https://www.adrienbiguet.fr/_dm/s/rt/fonts/flexslider-icon.eot?	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/_dm/s/rt/fonts/flexslider-icond41d.eot	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:24	1268/1268	---M--	200	added ('OK')	application/x-font-woff	etag:W/%221268-1540728811000%22	https://www.adrienbiguet.fr/_dm/s/rt/fonts/flexslider-icon.woff	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/_dm/s/rt/fonts/flexslider-icon.woff	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:25	1892/1892	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%221892-1540728811000%22	https://www.adrienbiguet.fr/_dm/s/rt/fonts/flexslider-icon.ttf	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/_dm/s/rt/fonts/flexslider-icon.ttf	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:25	2334/2334	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%222334-1540728811000%22	https://www.adrienbiguet.fr/_dm/s/rt/fonts/flexslider-icon.svg	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/_dm/s/rt/fonts/flexslider-icon.svg	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:25	185/185	---M--	200	added ('OK')	image/png	etag:W/%22185-1540728811000%22	https://www.adrienbiguet.fr/editor/nee/images/oldPtImages/Xclose.png	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/editor/nee/images/oldPtImages/Xclose.png	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:26	5107/5107	---M--	200	added ('OK')	image/jpeg	etag:W/%225107-1540728811000%22	https://www.adrienbiguet.fr/editor/dudaone/images/placeholders/image-place-holder.jpg	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/editor/dudaone/images/placeholders/image-place-holder.jpg	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:26	547/547	---M--	200	added ('OK')	image/png	etag:W/%22547-1540728811000%22	https://www.adrienbiguet.fr/_dm/s/rt/scripts/vendor/photoswipe4/icons/default-skin.png	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/_dm/s/rt/scripts/vendor/photoswipe4/icons/default-skin.png	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:26	1554/1554	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%221554-1540728811000%22	https://www.adrienbiguet.fr/_dm/s/rt/scripts/vendor/photoswipe4/icons/default-skin.svg	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/_dm/s/rt/scripts/vendor/photoswipe4/icons/default-skin.svg	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:26	866/866	---M--	200	added ('OK')	image/gif	etag:W/%22866-1540728811000%22	https://www.adrienbiguet.fr/_dm/s/rt/scripts/vendor/photoswipe4/icons/preloader.gif	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/_dm/s/rt/scripts/vendor/photoswipe4/icons/preloader.gif	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:27	1841/1841	---M--	200	added ('OK')	image/png	etag:%224453fffcfbe9f0e5b6955c01b2c58468%22	https://dm-direct.s3.amazonaws.com/editor/healthEngine/health_engine_placeholder.png	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/dm-direct.s3.amazonaws.com/editor/healthEngine/health_engine_placeholder.png	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:27	42992/42992	---M--	200	added ('OK')	application/x-font-otf	etag:W/%2242992-1540728811000%22	https://www.adrienbiguet.fr/_dm/s/rt/fonts/Knockout/Knockout-26.otf	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/_dm/s/rt/fonts/Knockout/Knockout-26.otf	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:27	56652/56652	---M--	200	added ('OK')	application/x-font-otf	etag:W/%2256652-1540728811000%22	https://www.adrienbiguet.fr/_dm/s/rt/fonts/Knockout/Knockout-27.otf	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/_dm/s/rt/fonts/Knockout/Knockout-27.otf	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:28	56672/56672	---M--	200	added ('OK')	application/x-font-otf	etag:W/%2256672-1540728811000%22	https://www.adrienbiguet.fr/_dm/s/rt/fonts/Knockout/Knockout-28.otf	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/_dm/s/rt/fonts/Knockout/Knockout-28.otf	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:28	68372/68372	---M--	200	added ('OK')	application/x-font-otf	etag:W/%2268372-1540728811000%22	https://www.adrienbiguet.fr/_dm/s/rt/fonts/Knockout/Knockout-29.otf	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/_dm/s/rt/fonts/Knockout/Knockout-29.otf	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:28	51936/51936	---M--	200	added ('OK')	application/x-font-otf	etag:W/%2251936-1540728811000%22	https://www.adrienbiguet.fr/_dm/s/rt/fonts/Knockout/Knockout-30.otf	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/_dm/s/rt/fonts/Knockout/Knockout-30.otf	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:29	251156/251156	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%22251156-1540728811000%22	https://www.adrienbiguet.fr/_dm/s/rt/fonts/NationalApp/NationalApp-Bold.ttf	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/_dm/s/rt/fonts/NationalApp/NationalApp-Bold.ttf	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:29	238464/238464	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%22238464-1540728811000%22	https://www.adrienbiguet.fr/_dm/s/rt/fonts/NationalApp/NationalApp-Book.ttf	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/_dm/s/rt/fonts/NationalApp/NationalApp-Book.ttf	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:30	248684/248684	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%22248684-1540728811000%22	https://www.adrienbiguet.fr/_dm/s/rt/fonts/NationalApp/NationalApp-Regular.ttf	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/_dm/s/rt/fonts/NationalApp/NationalApp-Regular.ttf	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:31	18014/18014	---M--	200	added ('OK')	image/jpeg	etag:%22d4be46a5179e7d20c78b5980a7eb18c6%22	https://dd-cdn.multiscreensite.com/themes/sections/sectionImg5.jpg	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/dd-cdn.multiscreensite.com/themes/sections/sectionImg5.jpg	(from http://cdn.website-editor.net/dafb55808f24410cab85f4489031d889/files/dafb55808f24410cab85f4489031d889_1.min.css?v=20)
10:06:31	248724/248724	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%22248724-1540728811000%22	https://www.adrienbiguet.fr/_dm/s/rt/fonts/NationalApp/NationalApp-Semibold.ttf	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/www.adrienbiguet.fr/_dm/s/rt/fonts/NationalApp/NationalApp-Semibold.ttf	(from https://www.adrienbiguet.fr/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-new.min.css?version=2019-02-17T13_35_20)
10:06:32	344782/344782	---M--	200	added ('OK')	image/jpeg	etag:%227a4b07f9e2907daa902a3b8cf01e706e%22	https://dp-cdn.multiscreensite.com/bfsImages/sunset-hair.jpg	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/dp-cdn.multiscreensite.com/bfsImages/sunset-hair.jpg	(from http://cdn.website-editor.net/dafb55808f24410cab85f4489031d889/files/dafb55808f24410cab85f4489031d889_1.min.css?v=20)
10:06:32	116520/116520	---M--	200	added ('OK')	image/jpeg	etag:%2258014cd3b729ca4705d86bc1dd6dbf93%22	https://dd-cdn.multiscreensite.com/themes/sections/click2Call.jpg	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/dd-cdn.multiscreensite.com/themes/sections/click2Call.jpg	(from http://cdn.website-editor.net/dafb55808f24410cab85f4489031d889/files/dafb55808f24410cab85f4489031d889_1.min.css?v=20)
10:06:32	80778/80778	---M--	200	added ('OK')	image/jpeg	etag:%22b458356a0f317197f2a5a35132da8773%22	https://dd-cdn.multiscreensite.com/themes/sections/halloween_call.jpg	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/dd-cdn.multiscreensite.com/themes/sections/halloween_call.jpg	(from http://cdn.website-editor.net/dafb55808f24410cab85f4489031d889/files/dafb55808f24410cab85f4489031d889_1.min.css?v=20)
10:06:32	46150/46150	---M--	200	added ('OK')	image/jpeg	etag:%221893eb1527505d8f8c55eff99c15f02f%22	https://dd-cdn.multiscreensite.com/themes/sections/Trick-or-Treat.jpg	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/dd-cdn.multiscreensite.com/themes/sections/Trick-or-Treat.jpg	(from http://cdn.website-editor.net/dafb55808f24410cab85f4489031d889/files/dafb55808f24410cab85f4489031d889_1.min.css?v=20)
10:06:33	1225/1225	---M--	200	added ('OK')	image/png	etag:%2251085f70325af5b8b9e5ec2ac0b6adb4%22	https://dp-cdn.multiscreensite.com/gallery/pink_pattern.png	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/dp-cdn.multiscreensite.com/gallery/pink_pattern.png	(from http://cdn.website-editor.net/dafb55808f24410cab85f4489031d889/files/dafb55808f24410cab85f4489031d889_1.min.css?v=20)
10:06:34	2443/2443	---M--	200	added ('OK')	image/png	etag:%224f5f183ec7f7225ccb8b75344ff23797%22	https://dd-cdn.multiscreensite.com/themes/sections/holiday/holidaySnow.png	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/dd-cdn.multiscreensite.com/themes/sections/holiday/holidaySnow.png	(from http://cdn.website-editor.net/dafb55808f24410cab85f4489031d889/files/dafb55808f24410cab85f4489031d889_1.min.css?v=20)
10:06:34	160562/160562	---M--	200	added ('OK')	image/jpeg	etag:%22aa43416e4599c41c91fc02dba42a7eff%22	https://dd-cdn.multiscreensite.com/themes/sections/holiday/thanksgivingBg.jpg	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/dd-cdn.multiscreensite.com/themes/sections/holiday/thanksgivingBg.jpg	(from http://cdn.website-editor.net/dafb55808f24410cab85f4489031d889/files/dafb55808f24410cab85f4489031d889_1.min.css?v=20)
10:06:34	113476/113476	---M--	200	added ('OK')	image/jpeg	etag:%2207343f48bb493b73abfd02f2a937ef37%22	https://dd-cdn.multiscreensite.com/themes/sections/holiday/smbSaturdayBg.jpg	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/dd-cdn.multiscreensite.com/themes/sections/holiday/smbSaturdayBg.jpg	(from http://cdn.website-editor.net/dafb55808f24410cab85f4489031d889/files/dafb55808f24410cab85f4489031d889_1.min.css?v=20)
10:06:35	77820/77820	---M--	200	added ('OK')	image/jpeg	etag:%227fdbd37f390fe2173c797735d1a7ac74%22	https://dd-cdn.multiscreensite.com/themes/sections/holiday/cyberMondayBg.jpg	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/dd-cdn.multiscreensite.com/themes/sections/holiday/cyberMondayBg.jpg	(from http://cdn.website-editor.net/dafb55808f24410cab85f4489031d889/files/dafb55808f24410cab85f4489031d889_1.min.css?v=20)
10:06:35	1438/1438	---M--	200	added ('OK')	image/png	etag:%22888303a067b71468fedcd9dad6440590%22	https://dd-cdn.multiscreensite.com/themes/sections/aidsBg.png	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/dd-cdn.multiscreensite.com/themes/sections/aidsBg.png	(from http://cdn.website-editor.net/dafb55808f24410cab85f4489031d889/files/dafb55808f24410cab85f4489031d889_1.min.css?v=20)
10:06:35	112/112	---M--	200	added ('OK')	image/png	etag:%22e17dec40bded1c176835b83f0529d976%22	https://dp-cdn.multiscreensite.com/gallery/bg_37.png	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/dp-cdn.multiscreensite.com/gallery/bg_37.png	(from http://cdn.website-editor.net/dafb55808f24410cab85f4489031d889/files/dafb55808f24410cab85f4489031d889_1.min.css?v=20)
10:06:35	2897/2897	---M--	200	added ('OK')	image/gif	etag:%222fad65e539d065f587643289a74aa1a2%22	https://dd-cdn.multiscreensite.com/runtime-img/galleryLoader.gif	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/dd-cdn.multiscreensite.com/runtime-img/galleryLoader.gif	(from http://cdn.website-editor.net/dafb55808f24410cab85f4489031d889/files/dafb55808f24410cab85f4489031d889_1.min.css?v=20)
10:06:35	474/474	---M--	200	added ('OK')	image/png	etag:%2200370d4fddde2c09b29605a55c30524b%22	https://dd-cdn.multiscreensite.com/runtime-img/imgPlaceholder2.png	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/dd-cdn.multiscreensite.com/runtime-img/imgPlaceholder2.png	(from http://cdn.website-editor.net/dafb55808f24410cab85f4489031d889/files/dafb55808f24410cab85f4489031d889_1.min.css?v=20)
10:06:36	617/617	---M--	200	added ('OK')	image/png	etag:%22407ae65d231f95b3d54a86e215c38d5d%22	https://dd-cdn.multiscreensite.com/runtime-img/imgPlaceholder1.png	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/dd-cdn.multiscreensite.com/runtime-img/imgPlaceholder1.png	(from http://cdn.website-editor.net/dafb55808f24410cab85f4489031d889/files/dafb55808f24410cab85f4489031d889_1.min.css?v=20)
10:06:36	618/618	---M--	200	added ('OK')	image/png	etag:%221eeb1299fe83f35ba00067ccd8d06d6d%22	https://dd-cdn.multiscreensite.com/runtime-img/imgPlaceholder3.png	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/dd-cdn.multiscreensite.com/runtime-img/imgPlaceholder3.png	(from http://cdn.website-editor.net/dafb55808f24410cab85f4489031d889/files/dafb55808f24410cab85f4489031d889_1.min.css?v=20)
10:06:37	995/995	---M--	200	added ('OK')	image/png	etag:%22b3f1d3c0df7cfcc3379eaabfa8575533%22	https://dd-cdn.multiscreensite.com/runtime-img/yelpLogo.png	C:/Users/dridr/Desktop/Mes%20Sites%20Web/CV/dd-cdn.multiscreensite.com/runtime-img/yelpLogo.png	(from http://cdn.website-editor.net/dafb55808f24410cab85f4489031d889/files/dafb55808f24410cab85f4489031d889_1.min.css?v=20)
